MSOA,MedianHP,Borough,Area,Inner,Political,PopulationDensity,WorkingAge,ObesityRate,LifeExpectancy,BAME,Unemployed,MedianHHIncome,CarsPerHH,OwnershipRate,Sales
E02000376,321250,Hammersmith and Fulham,West,Inner,Conservative,167.2603074,79.363702,17.2,80.7,39.03109183,7.590388502,32699.25256,0.42607868,24.5,86
E02000377,332500,Hammersmith and Fulham,West,Inner,Conservative,183.2281335,75.08875,17.1,81.9,36.25902803,7.733333333,32832.03761,0.487683366,30.3,98
E02000378,300000,Hammersmith and Fulham,West,Inner,Conservative,220.1223657,79.354148,15.6,83.85,30.63973064,6.124335567,35737.49381,0.419137878,34.5,120
E02000379,423800,Hammersmith and Fulham,West,Inner,Conservative,111.6971126,71.006464,14.1,82.8,30.45772326,6.734084119,39829.85937,0.660815047,41.8,114
E02000380,650000,Hammersmith and Fulham,West,Inner,Conservative,164.3769515,73.699471,14.8,85.85,26.6075388,4.667046101,48753.19031,0.622508792,42.9,90
E02000381,557500,Hammersmith and Fulham,West,Inner,Conservative,139.4246427,74.76828,14.3,82.85,24.38208033,5.113636364,48241.02147,0.569355289,37.4,116
E02000382,495000,Hammersmith and Fulham,West,Inner,Conservative,98.21602335,73.131182,14.9,78.6,31.18209826,7.11123409,39483.70722,0.588735388,36.8,71
E02000383,390000,Hammersmith and Fulham,West,Inner,Conservative,153.3222315,79.262087,14,82,38.78286684,6.705283483,38029.03666,0.438285458,33.5,130
E02000384,364700,Hammersmith and Fulham,West,Inner,Conservative,92.4670674,73.770492,17.4,78.2,36.31147541,8.462657614,30691.3086,0.40509828,21.7,116
E02000385,424000,Hammersmith and Fulham,West,Inner,Conservative,151.0005003,85.410581,12.4,84.65,25.57611165,4.235188105,46867.29753,0.441499677,35.2,126
E02000386,380000,Hammersmith and Fulham,West,Inner,Conservative,183.7257143,74.754179,18.1,79,42.40412979,9.328606249,28811.90717,0.39916318,21.8,71
E02000387,405000,Hammersmith and Fulham,West,Inner,Conservative,150.2083844,77.662628,17.4,84.75,35.71428571,6.253398586,31948.76975,0.444209785,26.3,63
E02000388,500000,Hammersmith and Fulham,West,Inner,Conservative,151.2130901,77.676177,13.7,78.85,26.21311875,4.829709448,41377.9944,0.483837057,30,120
E02000389,545000,Hammersmith and Fulham,West,Inner,Conservative,130.9088015,73.83404,13.4,83.1,20.4482132,4.018227009,51398.14546,0.712050985,50.6,124
E02000390,500000,Hammersmith and Fulham,West,Inner,Conservative,180.707303,76.674938,14.4,80.45,24.31761787,6.002060793,40743.59365,0.611406305,38,146
E02000391,872500,Hammersmith and Fulham,West,Inner,Conservative,114.1761876,72.544961,12.3,83.05,19.1357226,5.256094833,55511.07411,0.705176952,43.7,135
E02000392,535000,Hammersmith and Fulham,West,Inner,Conservative,169.1306705,74.859052,13.7,81.35,23.14679474,5.715739484,48093.18005,0.602377487,36.3,161
E02000393,543500,Hammersmith and Fulham,West,Inner,Conservative,166.8070767,76.687117,12.7,85.95,15.85143426,3.875573687,58680.30452,0.733584906,49.4,153
E02000394,468750,Hammersmith and Fulham,West,Inner,Conservative,117.7247874,75.099936,16.4,81.25,32.63700838,6.167199635,41593.78322,0.599831034,32.7,232
E02000395,630500,Hammersmith and Fulham,West,Inner,Conservative,60.61106524,71.786254,11.6,89.05,13.93043186,4.057410985,63623.32423,0.814269952,52.5,134
E02000396,822500,Hammersmith and Fulham,West,Inner,Conservative,104.3353064,70.36032,15.1,84.35,24.6193276,6.069598058,48652.84765,0.757688033,41,100
E02000397,271500,Haringey,North,Inner,Labour,143.0927469,73.602047,17.9,80,38.77159309,9.616232907,26564.43074,0.529917062,34.5,56
E02000398,181000,Haringey,North,Inner,Labour,61.28923955,65.520146,31.3,78.65,61.68749123,17.39271782,17954.89688,0.480280133,24.5,28
E02000400,362500,Haringey,North,Inner,Labour,58.25024365,68.818466,18.6,79.45,38.22378717,7.544881126,31884.40345,0.733420451,42.5,58
E02000401,224500,Haringey,North,Inner,Labour,91.32065363,63.602614,27.5,76.9,50.07425007,12.45614035,20757.72572,0.675457252,33.2,34
E02000402,215000,Haringey,North,Inner,Labour,70.86050915,64.76034,26.4,78.95,54.90518142,12.87797937,19793.37931,0.580396922,26.4,23
E02000403,292000,Haringey,North,Inner,Labour,87.94501234,75.316016,17.5,82.55,37.60244478,7.944691821,26890.87329,0.536535163,38,76
E02000404,250000,Haringey,North,Inner,Labour,117.2074883,69.36432,22,78.95,48.65345181,9.752747253,22827.26935,0.584848485,37.3,49
E02000405,499999.5,Haringey,North,Inner,Labour,36.72839506,69.043983,14.7,82.15,19.07452657,5.184603299,57157.23861,1.030588235,68.4,104
E02000406,250000,Haringey,North,Inner,Labour,156.4505566,71.41637,22.4,78.8,44.44128114,10.03535491,23564.30951,0.499061914,32.6,58
E02000407,165000,Haringey,North,Inner,Labour,144.789272,67.751641,27,80.55,58.42450766,10.43530113,20570.82757,0.438898451,28.1,52
E02000408,212000,Haringey,North,Inner,Labour,152.8287314,66.854966,28.5,78.75,57.22543353,13.00328064,18992.79446,0.483822983,25.5,25
E02000409,297000,Haringey,North,Inner,Labour,92.36421265,68.040447,27.8,79.45,54.42010112,12.86131861,20508.30901,0.539321357,26,23
E02000410,399950,Haringey,North,Inner,Labour,89.02925532,71.43284,13.2,82.55,17.64530106,5.104294479,54022.64387,0.867559,54.5,83
E02000411,192000,Haringey,North,Inner,Labour,57.92192882,70.330113,28.6,79.6,57.63553408,10.74818537,21435.74174,0.533580705,36.7,52
E02000412,235000,Haringey,North,Inner,Labour,91.96474857,73.488574,20.8,81.5,45.87792884,9.891304348,23402.74074,0.416289593,24.1,59
E02000413,450000,Haringey,North,Inner,Labour,61.12204724,64.68,14.3,81.15,20.74666667,5.187246964,53922.02098,0.914770798,55.9,80
E02000414,242250,Haringey,North,Inner,Labour,178.4562775,70.589876,24,79.9,53.33984103,10.62223379,24500.50207,0.56401249,44.7,52
E02000415,280000,Haringey,North,Inner,Labour,99.20488428,73.323594,18.3,81.25,41.43170197,8.279430789,25885.3795,0.537634409,40.8,53
E02000416,250000,Haringey,North,Inner,Labour,120.8048354,72.883845,17.8,78.05,33.87182911,8.828325181,29313.84404,0.543748195,33.8,94
E02000417,395000,Haringey,North,Inner,Labour,61.85216653,71.240264,12.8,81.55,16.76153385,4.652289799,55575.54776,0.844670407,52.6,66
E02000418,600000,Haringey,North,Inner,Labour,77.87436904,68.796515,12.8,83.45,15.82864404,4.583462372,56457.52444,0.964205817,68.1,73
E02000419,299000,Haringey,North,Inner,Labour,130.0996574,77.072028,16.9,79.95,36.06314751,7.759674134,28026.91794,0.461631056,36.6,72
E02000420,231000,Haringey,North,Inner,Labour,129.1977127,71.461249,24.1,78.35,49.36759957,11.35271808,22106.79749,0.436721311,31.2,52
E02000421,170000,Haringey,North,Inner,Labour,92.039801,71.306659,25.8,76.8,56.35142697,11.26760563,20808.65322,0.386086957,22.2,34
E02000422,245000,Haringey,North,Inner,Labour,146.7096774,70.198083,25.2,77.95,51.96166134,10.59872611,23211.64349,0.488380041,33.1,53
E02000423,305000,Haringey,North,Inner,Labour,124.5854362,76.809042,18.8,79,38.44121532,7.28444004,27067.55896,0.476152623,43.1,51
E02000424,335250,Haringey,North,Inner,Labour,108.8588589,74.826341,15.2,82.8,26.67407613,7.40987984,43835.75042,0.655764249,46.6,98
E02000425,350000,Haringey,North,Inner,Labour,134.4980588,57.855568,21.9,80.2,34.60584344,7.93068977,27750.65552,0.624763705,36.6,34
E02000426,490000,Haringey,North,Inner,Labour,30.01211251,68.177091,13.5,83.2,22.07695736,3.881458169,56561.02024,0.995489244,52.7,80
E02000427,312500,Haringey,North,Inner,Labour,64.8849986,78.64021,16.6,79.7,33.58622702,6.771435174,31291.11896,0.451396253,38.3,52
E02000428,244000,Haringey,North,Inner,Labour,121.7398592,70.563942,25,77.85,48.59014526,10.45861298,21799.97213,0.461203771,27.1,54
E02000429,428870,Haringey,North,Inner,Labour,70.4501378,72.78167,12,80.95,17.29422067,4.261690855,58436.87788,0.801995635,56.4,128
E02000430,358750,Haringey,North,Inner,Labour,113.6177319,78.387488,13.2,82.1,20.70918161,4.912898806,49826.05358,0.66117851,44.1,124
E02000431,427000,Haringey,North,Inner,Labour,109.4933596,76.948392,11.8,84.6,17.09798055,3.872538172,57100.48737,0.689435046,48,109
E02000432,312500,Haringey,North,Inner,Labour,120.9180817,78.168578,16.3,78.6,27.50232414,6.129722024,40224.19445,0.485585273,38.9,100
E02006794,196225,Haringey,North,Inner,Labour,107.1098933,64.631809,28,76.8,60.12866137,15.22225776,18361.88062,0.427344555,16.9,16
E02000433,380000,Harrow,West,Outer,Labour,12.30966476,57.455113,16.7,85.55,39.83866771,4.149715216,42591.54274,1.290722273,67.1,96
E02000434,300000,Harrow,West,Outer,Labour,44.9890457,63.448999,17.6,84,50.48905449,5.360018403,37463.54276,1.268961122,68.3,128
E02000435,335000,Harrow,West,Outer,Labour,41.93048484,62.375438,20.3,81.65,47.03743604,6.73778776,32216.94544,1.346774194,62.5,56
E02000436,467500,Harrow,West,Outer,Labour,12.21516307,60.861294,16.9,85.15,43.35869941,3.523489933,53828.28031,1.710576923,87.6,50
E02000437,277500,Harrow,West,Outer,Labour,62.20551378,63.161036,21.4,83,48.15566432,6.192170819,31302.70679,1.255029202,72.6,86
E02000438,250000,Harrow,West,Outer,Labour,45.59780747,62.541087,19.3,81.5,45.38558786,8.404669261,31020.35725,1.19264214,59.6,72
E02000439,277500,Harrow,West,Outer,Labour,78.54254819,68.04777,19.9,83.9,61.9059225,7.473143391,27288.44963,1.126152711,62.4,69
E02000440,373125,Harrow,West,Outer,Labour,64.23460175,65.795799,19.4,82.5,57.74898108,5.517792883,40271.09773,1.50016197,80.9,84
E02000441,340000,Harrow,West,Outer,Labour,29.44903463,62.972892,18.8,83.9,44.62317545,6.035003018,36313.79236,1.231464738,64.4,77
E02000442,279250,Harrow,West,Outer,Labour,77.46577747,68.550425,21.8,81.2,74.36250861,6.531779195,27562.61931,1.22985782,68.9,50
E02000443,250000,Harrow,West,Outer,Labour,97.53578732,65.765576,22.1,78.1,63.1467793,9.172546504,25166.50131,0.942241648,54.5,83
E02000444,298500,Harrow,West,Outer,Labour,79.10993329,66.231321,20.3,82.1,72.54971173,6.326767092,31025.0842,1.303877703,71.4,54
E02000445,244000,Harrow,West,Outer,Labour,83.30002398,67.482927,21.7,80.15,63.1804878,8.723686706,26162.61048,0.927544248,53,86
E02000447,365000,Harrow,West,Outer,Labour,32.9817788,65.68433,18.3,84.25,53.27288184,6.169527897,37288.16613,1.355890746,73.8,72
E02000448,607500,Harrow,West,Outer,Labour,39.37685287,60.47282,15.4,85.15,30.2815841,4.192685103,52401.4845,1.294139194,74.7,76
E02000449,281250,Harrow,West,Outer,Labour,91.53779133,69.091803,22.1,82.65,73.27024702,7.309124767,25542.41064,1.160806006,57.9,32
E02000451,363700,Harrow,West,Outer,Labour,41.33316658,65.267176,16.8,83.65,53.60305344,4.332654842,46460.43084,1.388722768,82.8,59
E02000452,229000,Harrow,West,Outer,Labour,73.57936861,72.694086,16.6,80.2,58.49355074,6.845300398,30719.60914,0.839420862,48.9,64
E02000453,249974.5,Harrow,West,Outer,Labour,74.67117988,68.622047,16.7,84.15,56.90288714,5.671213209,32772.51253,1.022142857,62.7,90
E02000454,395000,Harrow,West,Outer,Labour,45.18475972,62.199944,16.9,85.85,42.75628354,4.266446463,52216.1086,1.461960784,86.9,80
E02000455,238000,Harrow,West,Outer,Labour,66.11724586,71.481254,17,81,59.58205286,6.605222734,32973.66366,0.807320024,45.3,79
E02000456,316000,Harrow,West,Outer,Labour,76.3263101,67.941635,16.9,82.3,53.93115172,5.893137768,33547.39971,1.055334395,63.2,63
E02000457,370000,Harrow,West,Outer,Labour,54.62068966,63.493823,18.3,84.35,57.26955971,5.620094192,39543.8091,1.280909091,75.3,60
E02000459,242000,Harrow,West,Outer,Labour,71.04868289,66.581664,18.8,81.3,65.00303582,7.535060613,27462.535,0.889838557,48.5,89
E02000460,225500,Harrow,West,Outer,Labour,77.05807643,65.679656,22.7,81.8,68.99355631,8.508573277,26182.4014,1.004111466,47.7,57
E02000461,316500,Harrow,West,Outer,Labour,26.90458302,68.720311,15,83.5,44.09097452,4.785478548,44520.36003,1.14514867,55.7,68
E02000462,250000,Harrow,West,Outer,Labour,67.64058435,65.560917,20.3,83.4,67.49095296,7.132243685,28639.94929,1.042533937,64.4,65
E02000463,250000,Harrow,West,Outer,Labour,91.63616792,65.784791,24.4,82.2,62.87815874,7.884615385,27081.68341,1.184361549,60,59
E02006795,290000,Harrow,West,Outer,Labour,84.4115516,66.395864,19.8,83.8,69.47316593,5.789473684,31918.93331,1.256536567,72.9,50
E02006882,315000,Harrow,West,Outer,Labour,67.06921667,67.906025,20.7,82.25,72.85875547,6.036401728,31937.10208,1.416397973,76.7,79
E02000464,182000,Havering,East,Outer,Conservative,11.16081337,60.378236,28.8,77.8,11.00604557,9.40814232,24276.8492,1.071236042,59.7,53
E02000465,168000,Havering,East,Outer,Conservative,28.83770755,64.539723,30.1,81.85,11.43757881,10.05441824,24008.47984,0.981572482,52.2,76
E02000466,195000,Havering,East,Outer,Conservative,13.29904131,62.688548,29.8,78,12.40497164,7.80669145,27309.76233,1.245131376,66.3,65
E02000467,151250,Havering,East,Outer,Conservative,72.34120851,64.367935,30.4,78.6,17.02789588,13.43382842,20696.53399,0.818204062,39.6,62
E02000468,210000,Havering,East,Outer,Conservative,19.53978064,62.490362,28.6,80.65,11.16679517,6.593977155,28643.32594,1.286866731,77.2,78
E02000469,170000,Havering,East,Outer,Conservative,38.44583163,62.362254,31.1,80.3,16.99518858,9.833887043,24427.7975,1.03490991,57.6,57
E02000470,226000,Havering,East,Outer,Conservative,11.7099932,63.82655,24.7,82.35,9.103588183,5.392392874,34986.81142,1.226268999,78.9,106
E02000471,265000,Havering,East,Outer,Conservative,34.82505722,61.445622,28.2,82.6,7.643824594,4.353597027,39309.74421,1.511989193,93.2,79
E02000472,210000,Havering,East,Outer,Conservative,58.72891841,63.599956,29.9,81.85,10.84659028,5.103125664,31627.60203,1.289221219,82.4,101
E02000473,245000,Havering,East,Outer,Conservative,33.82126348,63.777639,26.4,81.95,11.21193158,3.991391117,38060.32873,1.368653996,83.8,107
E02000474,198000,Havering,East,Outer,Conservative,38.45422009,63.154741,26.4,79.95,13.19669184,6.749472697,28355.36967,1.119806488,69.6,119
E02000475,300000,Havering,East,Outer,Conservative,32.90041745,65.115268,23.7,82.25,11.13527621,4.570273003,43162.84617,1.305364861,73.3,131
E02000476,168000,Havering,East,Outer,Conservative,55.58534406,67.97005,24.3,79.15,20.59662467,7.967092444,28459.39046,0.775292071,44.2,85
E02000477,280000,Havering,East,Outer,Conservative,53.82680766,64.423077,26.8,81.85,8.920940171,3.900497512,41646.85563,1.373422819,87,119
E02000478,498990,Havering,East,Outer,Conservative,23.70745022,62.175021,23.5,83.6,25.09770603,3.363914373,54626.80422,1.85296846,89.9,55
E02000479,207250,Havering,East,Outer,Conservative,60.71272727,69.363167,27.3,78.95,15.37988689,7.016407599,30326.52563,1.019268915,65.8,122
E02000480,205000,Havering,East,Outer,Conservative,30.15256999,65.706993,27.6,77.35,24.60438999,7.418679855,29112.79698,1.098915289,68.4,92
E02000481,241500,Havering,East,Outer,Conservative,6.403775958,58.321571,25.6,80.1,4.69652252,4.755579171,36740.66286,1.28733866,84.5,96
E02000482,340000,Havering,East,Outer,Conservative,22.59377212,59.193246,22.4,85.45,5.941213258,2.692939245,52543.36741,1.42615868,92.3,94
E02000483,240000,Havering,East,Outer,Conservative,47.6321208,62.280011,26.2,81.35,6.488048332,5.739570164,31359.91804,1.086765995,68.1,97
E02000484,225000,Havering,East,Outer,Conservative,44.59094348,67.227711,27.9,82.4,9.769484083,5.122004836,35932.12115,1.393710692,84.5,95
E02000485,249995,Havering,East,Outer,Conservative,38.66456663,62.985224,25.2,82.55,7.738542449,4.864091559,37125.52201,1.192592593,80.3,114
E02000486,230000,Havering,East,Outer,Conservative,57.72912743,64.051045,27.9,80.25,8.87863155,4.63878327,33600.95592,1.203685423,84,81
E02000487,422500,Havering,East,Outer,Conservative,6.062652847,60.640061,22.7,82.3,3.812316716,3.460651115,53482.15213,1.536363636,94.7,80
E02000488,245000,Havering,East,Outer,Conservative,40.46264902,64.648096,28.2,83.15,6.822769479,4.29972341,37382.75644,1.328277722,91.7,84
E02000489,203000,Havering,East,Outer,Conservative,30.57479224,63.812785,28.9,80.5,15.30948757,6.908378246,28681.81236,1.132488114,73.2,61
E02000490,200000,Havering,East,Outer,Conservative,38.34267609,60.526316,29.2,81.3,12.46806336,6.074646075,27852.15404,1.171031871,78.9,80
E02000491,185000,Havering,East,Outer,Conservative,18.51944427,62.259234,30.1,78.15,18.19623839,9.268292683,25302.18137,1.120732723,63.7,79
E02000492,222500,Havering,East,Outer,Conservative,4.465238739,61.559311,28.6,81.95,9.072066327,4.635139367,30670.17051,1.440174326,87.8,58
E02000493,180000,Havering,East,Outer,Conservative,48.68512916,65.410628,29.3,79.9,22.31884058,8.967223253,26132.02243,1.089842169,65.5,53
E02000494,504375,Hillingdon,West,Outer,Conservative,12.00469385,62.374649,15.9,84.4,39.77804519,3.939313282,57661.67546,1.469020867,70.2,90
E02000495,288092.5,Hillingdon,West,Outer,Conservative,35.5388563,64.668004,18.1,82.25,31.42615856,5.366336634,41751.82474,1.147790389,61.2,132
E02000496,243000,Hillingdon,West,Outer,Conservative,4.896744699,63.738343,23.3,80.25,12.47465874,5.174611267,32492.81823,1.393617021,64.2,83
E02000497,287250,Hillingdon,West,Outer,Conservative,32.60547742,63.571345,21.7,83.2,26.90819557,4.787714544,42380.6425,1.311918605,70.3,164
E02000498,337250,Hillingdon,West,Outer,Conservative,19.36069858,63.438538,24,83,14.01993355,4.20221169,41271.08587,1.34595861,74.1,92
E02000499,362000,Hillingdon,West,Outer,Conservative,48.47995026,61.558274,21.7,84.2,23.10367032,4.051702709,49461.26221,1.378207264,83.1,99
E02000500,425000,Hillingdon,West,Outer,Conservative,27.00417573,64.039409,18.6,83.95,18.26549131,3.576572252,52042.1568,1.436792758,75.1,121
E02000501,317750,Hillingdon,West,Outer,Conservative,57.58039816,63.974779,22.6,81.6,18.80683885,4.47828034,43189.93662,1.357571925,81.9,120
E02000502,270000,Hillingdon,West,Outer,Conservative,18.89569079,64.626297,20,82,21.30566137,3.913248468,41262.08129,1.210203423,72.2,148
E02000503,275000,Hillingdon,West,Outer,Conservative,65.96623433,68.139328,25.7,84.25,16.75940352,3.344671202,42318.09873,1.379289026,83,106
E02000504,380000,Hillingdon,West,Outer,Conservative,24.0723214,60.484963,20.5,85.65,17.59685722,3.663101604,52513.71918,1.533725355,85.3,113
E02000506,366000,Hillingdon,West,Outer,Conservative,13.85313742,64.116165,19.9,81.25,32.0647129,3.372766172,52482.7315,1.731743119,84.4,104
E02000507,249950,Hillingdon,West,Outer,Conservative,29.77567799,65.453859,25.3,80.35,31.29799824,4.97431107,33554.33724,1.418722787,76.8,81
E02000508,205000,Hillingdon,West,Outer,Conservative,35.81518969,77.624129,19.3,81,35.19163763,4.543506215,33873.20657,1.010081301,51,163
E02000509,206250,Hillingdon,West,Outer,Conservative,51.91419634,78.876107,18.1,79.4,42.257966,5.593077248,28188.397,0.918059126,46.2,106
E02000510,261250,Hillingdon,West,Outer,Conservative,41.2877188,66.365532,24.7,79.55,35.68450313,5.555555556,33570.01488,1.299436796,67.5,82
E02000511,248000,Hillingdon,West,Outer,Conservative,40.40780439,65.361765,26.1,79.6,42.32972629,5.809895299,29514.85979,1.399252569,73.2,97
E02000512,217500,Hillingdon,West,Outer,Conservative,57.98635782,66.116735,26.1,80.7,40.69491314,7.781124498,26571.2163,1.098045822,51.3,66
E02000513,202500,Hillingdon,West,Outer,Conservative,61.13640998,64.020045,26.9,79.35,55.97995546,9.821221268,24201.20867,0.989177489,48.8,80
E02000514,218500,Hillingdon,West,Outer,Conservative,84.27547107,66.456212,23.6,82,71.32382892,7.901685964,26109.26326,1.241130092,67,78
E02000515,198975,Hillingdon,West,Outer,Conservative,34.34734338,71.060446,24.3,78.9,30.43394961,7.178750897,26881.94214,1.022774808,48.8,144
E02000516,232000,Hillingdon,West,Outer,Conservative,51.74039159,67.783287,23.9,83.55,67.05768533,7.73767398,27962.20382,1.227206946,58.1,58
E02000517,213500,Hillingdon,West,Outer,Conservative,58.41897744,64.908416,25.8,77.6,56.23695803,8.306942753,24715.46212,1.056907782,51.4,131
E02000518,243500,Hillingdon,West,Outer,Conservative,34.68352424,65.837788,24.8,78.7,32.21008599,7.305194805,26126.82266,1.114553082,52,76
E02000519,235000,Hillingdon,West,Outer,Conservative,49.55138438,66.320166,24.4,78.8,63.00531301,9.417360285,24418.18921,1.027681661,42.5,47
E02000520,250000,Hillingdon,West,Outer,Conservative,27.09948172,67.300684,25.5,78.45,63.3721447,9.533249234,25016.6929,1.038683128,50.6,92
E02000521,210000,Hillingdon,West,Outer,Conservative,42.72382738,65.778854,28.8,78.65,48.42615012,8.263276604,25498.61246,1.117750957,48.4,89
E02000522,235000,Hillingdon,West,Outer,Conservative,56.68408309,63.862244,24.9,78.6,33.71085173,6.733852497,27940.94859,1.09146528,52.7,85
E02000523,178250,Hillingdon,West,Outer,Conservative,61.37910085,66.770444,24.3,81.25,72.24989622,7.99754551,25662.96819,1.203130316,59.9,152
E02000524,247500,Hillingdon,West,Outer,Conservative,3.380467112,70.85397,24.3,80.1,39.95197359,6.627314194,27894.07936,1.181965881,53.1,95
E02000525,199975,Hillingdon,West,Outer,Conservative,22.58825843,67.471108,24.5,80.25,61.63607523,7.260511487,25400.30297,0.978357734,48.8,72
E02006796,255000,Hillingdon,West,Outer,Conservative,20.45338293,65.039109,25.6,80.4,27.89760607,6.011762143,33969.48204,1.217103282,70,132
E02000526,637500,Hounslow,West,Outer,Labour,90.56481281,71.102889,13,81.2,16.71043208,4.072669195,61764.74807,0.870757919,56.5,136
E02000528,270000,Hounslow,West,Outer,Labour,46.49360713,70.067835,22.6,78.25,37.34690032,7.965065502,28059.06722,0.716352201,30.6,149
E02000529,225000,Hounslow,West,Outer,Labour,71.9556571,68.371212,19.7,85.2,77.40293561,8.41607565,26429.90987,1.187319885,53,39
E02000530,180000,Hounslow,West,Outer,Labour,25.38283574,65.481937,23.2,79.3,73.11686412,10.96579477,20703.42268,0.894554883,33.8,35
E02000531,290000,Hounslow,West,Outer,Labour,40.18461298,74.692851,20.3,81.4,28.27706298,5.432796146,35460.7503,0.83696416,45.7,111
E02000532,644975,Hounslow,West,Outer,Labour,40.12410418,68.580786,15.5,81.75,21.5720524,5.101039827,54622.06313,0.959010247,55.5,150
E02000533,490000,Hounslow,West,Outer,Labour,78.45994735,69.735903,14.4,81.7,18.71282417,3.982930299,53133.52761,0.936375489,53,142
E02000534,350000,Hounslow,West,Outer,Labour,16.83927177,69.728991,15.6,81.4,52.82197911,5.335040546,43836.35685,1.26774083,62.3,71
E02000535,285000,Hounslow,West,Outer,Labour,60.19617966,68.345711,18.4,81.35,79.88375848,7.439869547,28689.6615,1.300490884,62.4,41
E02000536,281250,Hounslow,West,Outer,Labour,58.57454093,68.443198,18.1,79.45,76.55626281,6.558755518,29957.45085,1.185982906,57.7,48
E02000537,267250,Hounslow,West,Outer,Labour,46.88559322,70.614849,14.8,85.95,72.30858469,5.306122449,38898.79682,1.120380148,61.4,68
E02000538,249999,Hounslow,West,Outer,Labour,38.31295636,69.562212,20.2,80.1,78.07603687,7.169644827,25821.90268,1.153700906,52,39
E02000539,250000,Hounslow,West,Outer,Labour,66.45608067,69.745164,19.7,76.7,35.29575893,5.605935697,32735.91352,0.936729472,49.4,133
E02000540,245000,Hounslow,West,Outer,Labour,76.79055671,70.105992,17.5,81.65,54.46679645,6.476633702,31658.8689,0.846520763,46.5,83
E02000541,250000,Hounslow,West,Outer,Labour,84.28639165,69.194366,19.6,77.5,73.78028169,7.397680018,24661.21793,0.950456781,39.8,17
E02000542,235000,Hounslow,West,Outer,Labour,96.27079748,69.667944,18.7,78,72.61600681,7.177129148,26621.29466,0.811433986,40.3,51
E02000543,227950,Hounslow,West,Outer,Labour,107.4705111,72.355502,18.8,80.75,65.76453513,6.277761327,29967.08085,0.766426859,39.4,67
E02000544,270000,Hounslow,West,Outer,Labour,60.50371653,68.557141,19.6,84.4,48.78643737,5.73971079,35405.55579,1.289652703,73.5,77
E02000545,275000,Hounslow,West,Outer,Labour,63.6730038,68.744652,20.5,77.1,36.53587581,6.816081331,28905.18791,0.922097605,43.7,79
E02000546,203000,Hounslow,West,Outer,Labour,40.40978941,68.758974,20.1,81.3,75.52820513,7.684767693,27461.77134,1.082173625,51.9,63
E02000547,209000,Hounslow,West,Outer,Labour,29.6676367,66.485043,27.4,78.75,39.7542735,5.596939803,27520.03623,1.09811108,58.7,91
E02000548,186000,Hounslow,West,Outer,Labour,26.43616268,66.648358,26.8,78.6,32.70350434,7.209835382,25660.99919,1.039841763,40.2,81
E02000549,230000,Hounslow,West,Outer,Labour,45.44047571,66.696923,26.8,76.6,37.25152038,6.189986283,27912.3245,1.141224282,64.1,83
E02000550,197000,Hounslow,West,Outer,Labour,112.4682472,67.913102,30.4,79.05,38.57541094,7.24137931,26789.0762,0.922135417,38.4,65
E02000551,182500,Hounslow,West,Outer,Labour,41.40199211,64.975621,26.5,78.95,36.17367077,8.824236595,23525.31103,0.925925926,38,47
E02000552,210000,Hounslow,West,Outer,Labour,28.06117447,69.441084,28.3,81.55,28.24824583,5.190905191,29889.95816,1.180036742,62.3,99
E02000553,229000,Hounslow,West,Outer,Labour,26.30369314,65.738077,30.4,81.45,26.25283876,6.410626624,29235.1482,1.204990403,63.2,68
E02006792,348000,Hounslow,West,Outer,Labour,58.68304804,73.287263,12.8,82.85,24.34171333,4.237449895,49372.00829,0.740768278,47.4,147
E02000554,315000,Islington,Central,Inner,Labour,146.9230769,72.152037,20.8,76.45,39.43585276,10.34411277,29939.00936,0.412683389,23.9,67
E02000555,375100,Islington,Central,Inner,Labour,158.2858101,71.960034,18.4,78.2,31.93027211,8.128834356,34750.99461,0.508529854,36.6,101
E02000556,335000,Islington,Central,Inner,Labour,154.7074182,76.199041,17.1,77.9,33.77298161,7.745894842,33947.11929,0.405393554,30.4,115
E02000557,327500,Islington,Central,Inner,Labour,116.5584416,72.661251,17.6,76.45,31.4254062,8.908780904,33057.89034,0.40748282,25.6,84
E02000558,250000,Islington,Central,Inner,Labour,187.2194514,67.35062,23,74.8,51.86020293,13.33657824,24327.75803,0.329365079,13.6,37
E02000559,420000,Islington,Central,Inner,Labour,157.628294,77.580314,15.2,80.45,27.44360902,4.751810634,50297.75414,0.504894384,37.1,171
E02000560,315000,Islington,Central,Inner,Labour,144.1772655,80.568118,15,78.7,31.81175806,6.819716408,34339.32484,0.372049103,32.5,89
E02000561,406000,Islington,Central,Inner,Labour,127.9706601,75.471211,14,79.6,21.48205525,5.047454702,51281.54182,0.554937006,45,117
E02000562,425000,Islington,Central,Inner,Labour,124.2400864,71.918326,16.4,77.65,29.48071591,7.814244251,39231.34703,0.465219811,34.7,92
E02000563,310750,Islington,Central,Inner,Labour,147.9820628,73.874617,21,76.95,34.18571765,9.274461948,28943.03094,0.360350493,22.8,76
E02000564,374750,Islington,Central,Inner,Labour,133.4282531,80.482456,19.2,77.05,33.4286804,6.336047372,35797.64542,0.354716227,23.3,118
E02000565,335000,Islington,Central,Inner,Labour,161.5294577,72.492977,19.5,80.35,37.82826432,8.630136986,31968.16894,0.37867036,24.9,72
E02000566,450000,Islington,Central,Inner,Labour,119.2456065,76.567859,15,79.85,22.72170505,5.202088571,54048.97032,0.518296013,40.5,152
