MSOA,MedianHP,Borough,Area,Inner,Political,PopulationDensity,WorkingAge,ObesityRate,LifeExpectancy,BAME,Unemployed,MedianHHIncome,CarsPerHH,OwnershipRate,Sales
E02000758,266875,Redbridge,East,Outer,Other,52.49890973,63.396607,25.2,83.5,51.10028557,7.976106817,31200.65592,1.297823066,75,54
E02000759,302000,Redbridge,East,Outer,Other,52.61945392,66.929591,22.4,81.5,37.19694454,6.595744681,38453.91133,1.078885818,64.1,128
E02000760,270000,Redbridge,East,Outer,Other,67.86333013,62.325715,26.2,81.85,46.28431795,7.713248639,29907.23329,1.081132798,63.8,63
E02000762,282500,Redbridge,East,Outer,Other,79.56222639,65.421304,21.1,85.45,62.48012719,6.78343949,40868.58708,1.325826545,81.4,58
E02000763,244500,Redbridge,East,Outer,Other,9.019688958,64.535219,24.3,84.6,60.20496536,7.474452555,31474.75844,1.119916143,66.8,54
E02000764,262500,Redbridge,East,Outer,Other,60.51770157,67.029077,15.9,81.75,30.19806153,4.289743209,48027.87714,0.967617295,62.1,197
E02000765,282500,Redbridge,East,Outer,Other,88.36473662,64.472227,21.2,82.8,65.99145434,6.890973795,35879.89359,1.105022831,68.4,54
E02000767,270000,Redbridge,East,Outer,Other,87.69669327,64.57458,23,79,62.30304622,7.283884739,33318.43221,1.083587786,64,63
E02000768,417500,Redbridge,East,Outer,Other,33.34118201,65.90106,18.2,82.15,30.3180212,4.281543951,52445.35088,1.192410714,74,83
E02000769,230000,Redbridge,East,Outer,Other,96.53965529,65.027706,27.8,80.65,56.89836572,7.912763875,30911.69742,1.040116279,65.3,133
E02000770,250000,Redbridge,East,Outer,Other,65.55069105,64.49352,21.5,81.75,75.12562814,7.692307692,29861.93125,1.049072165,62.7,51
E02000772,269000,Redbridge,East,Outer,Other,58.96942484,65.81928,22,78.4,73.18147496,9.388646288,29724.4586,1.004678363,56.6,48
E02000773,258750,Redbridge,East,Outer,Other,99.66386555,66.297021,22.3,81.9,78.98456186,8.835616438,30462.34245,1.06881873,59.4,42
E02000774,245000,Redbridge,East,Outer,Other,108.2314828,67.484068,21.6,80.75,80.65946245,10.18545776,26990.92664,1.010416667,57.6,37
E02000776,255000,Redbridge,East,Outer,Other,108.4776815,66.588198,19.1,80.75,76.23979912,9.435829759,30601.27105,0.953717381,58.6,38
E02000777,395000,Redbridge,East,Outer,Other,16.90197199,66.309706,18.7,80.9,29.76372599,5.295055821,44557.72275,1.102325581,69.2,55
E02000779,212000,Redbridge,East,Outer,Other,89.93459705,67.797704,20.1,80.05,78.72532576,11.82650862,27609.68461,0.718488921,38.3,38
E02000780,224995,Redbridge,East,Outer,Other,119.6192574,65.927997,23.4,79.55,84.24246557,10.47177108,24773.7985,0.807787531,45.4,63
E02000781,260000,Redbridge,East,Outer,Other,75.32646778,64.101814,23.1,80.55,73.28847279,8.346333853,30471.61963,1.183227625,71.7,100
E02000782,215000,Redbridge,East,Outer,Other,137.661221,64.861664,23.1,76.8,84.16406502,13.35694409,22917.77743,0.652402666,39.9,37
E02000783,223497.5,Redbridge,East,Outer,Other,130.3089144,61.626465,25.6,77.5,82.53618194,12.82051282,22914.84683,0.753777778,42.6,38
E02006800,233000,Redbridge,East,Outer,Other,82.80072904,67.878185,22.8,80.05,75.23146377,9.837372449,28054.57791,1.006954436,57.3,95
E02006924,325000,Redbridge,East,Outer,Other,53.3976144,66.619718,18.3,80.4,75.39906103,8.037902304,34608.17043,1.182338308,68.3,92
E02006925,326750,Redbridge,East,Outer,Other,53.67047963,63.756514,20.1,83.55,71.00672155,6.344784896,42329.34711,1.434666017,80.8,110
E02000784,867500,Richmond upon Thames,West,Outer,Conservative,39.03775653,64.948053,13,85.1,14.28294009,4.489567809,51920.28734,1.023743017,57.5,152
E02000785,600000,Richmond upon Thames,West,Outer,Conservative,23.84001576,66.529139,11.2,84.25,12.1299639,3.661202186,56996.59415,1.022304833,63.9,161
E02000786,545000,Richmond upon Thames,West,Outer,Conservative,60.25474255,68.211375,13.5,82.15,11.68605184,4.297677358,43966.48852,0.899817851,58.1,245
E02000787,470000,Richmond upon Thames,West,Outer,Conservative,62.58731331,68.14636,14.2,82.65,18.94502229,4.845178887,40439.65508,0.9,51.5,168
E02000788,617500,Richmond upon Thames,West,Outer,Conservative,81.7184475,65.73861,13.1,84.85,10.35434883,3.061849357,51159.85702,1.015275505,66.5,175
E02000789,459000,Richmond upon Thames,West,Outer,Conservative,34.19231817,67.979342,12.9,81.9,14.28340865,3.471826978,49139.81586,0.881321645,50.2,118
E02000790,495000,Richmond upon Thames,West,Outer,Conservative,79.28311819,67.883094,11.9,83.4,10.05974487,2.606310014,55327.76382,1.074357992,67.6,129
E02000791,538999.5,Richmond upon Thames,West,Outer,Conservative,56.89855851,71.565912,10.9,83.7,12.48166857,3.057009088,57281.8725,0.858338915,50.4,110
E02000792,499950,Richmond upon Thames,West,Outer,Conservative,56.54059263,67.634855,12.7,80.55,9.915581628,3.583617747,51047.91503,0.966967903,58.8,127
E02000793,302000,Richmond upon Thames,West,Outer,Conservative,61.37785483,64.910121,21,82.8,22.88845112,4.672469079,34723.87804,1.202290076,70.5,74
E02000794,384000,Richmond upon Thames,West,Outer,Conservative,45.99945385,67.740959,15.2,84.55,14.99470419,3.543307087,42879.75394,1.161654135,74.1,103
E02000795,830000,Richmond upon Thames,West,Outer,Conservative,5.547968449,58.741664,13.8,86.9,11.48158887,3.870358716,59086.72319,1.29012581,75,101
E02000796,300000,Richmond upon Thames,West,Outer,Conservative,54.20981069,65.073209,22.3,81.55,30.43731213,6.170736324,31272.27875,1.226391016,65.3,90
E02000797,375500,Richmond upon Thames,West,Outer,Conservative,78.35943489,74.151025,12.2,81.65,10.08740507,2.835788085,44752.09308,0.909563092,62.1,156
E02000798,340000,Richmond upon Thames,West,Outer,Conservative,43.85307652,66.527356,17.4,82.65,15.99544073,3.865461847,38433.00185,1.138551402,71.7,190
E02000799,450000,Richmond upon Thames,West,Outer,Conservative,50.88047374,70.740452,13.3,84.45,10.00779423,2.672605791,51201.37741,1.233664185,71.5,83
E02000800,362500,Richmond upon Thames,West,Outer,Conservative,28.67755503,63.966049,17.5,80.5,16.95601852,7.337450054,33175.8312,1.01065308,60.1,58
E02000801,399475,Richmond upon Thames,West,Outer,Conservative,67.40538353,68.901332,14.5,84.15,8.550242131,2.967741935,45613.16387,1.132291667,72.6,132
E02000802,401000,Richmond upon Thames,West,Outer,Conservative,47.41997792,64.858456,15.5,82.25,10.27123166,3.50877193,41498.23965,1.163028169,71.3,118
E02000803,286250,Richmond upon Thames,West,Outer,Conservative,47.90726303,65.004794,18.5,83.15,16.28848407,4.965545197,33330.30949,1.168379834,62.1,126
E02000804,395000,Richmond upon Thames,West,Outer,Conservative,19.08179054,66.985646,13.3,82.9,9.316070926,3.566158387,43933.60029,1.030177891,63.2,111
E02000805,387500,Richmond upon Thames,West,Outer,Conservative,37.97468354,66.216613,13.9,82.15,11.4176695,4.289693593,41223.76037,1.052974186,62.3,214
E02000806,390000,Richmond upon Thames,West,Outer,Conservative,14.60541814,64.877316,17.4,83.05,11.30696044,3.698908822,40454.92823,1.246526114,68.2,172
E02000807,358000,Southwark,Central,Inner,Labour,123.7673831,83.038614,15.8,85.45,32.16648623,4.853862213,50946.52877,0.670985155,40.6,225
E02000808,475000,Southwark,Central,Inner,Labour,88.28251935,82.937816,16.4,84.65,35.89321028,6.030758597,42017.34979,0.363810895,23.9,166
E02000809,460000,Southwark,Central,Inner,Labour,158.8742327,87.26838,16.1,87.4,29.39117069,3.961983282,55897.7461,0.475235849,33.2,300
E02000810,275000,Southwark,Central,Inner,Labour,144.3845594,74.639108,23.8,79.55,38.64829396,8.797709924,28249.53168,0.387478849,21.8,163
E02000812,307500,Southwark,Central,Inner,Labour,148.8746439,77.696793,22.2,77.6,47.99805637,7.602938664,29516.41908,0.365336374,20.7,88
E02000813,260000,Southwark,Central,Inner,Labour,98.51280331,72.564311,23,80.65,41.50855547,9.005548442,27190.4076,0.42071543,20.4,55
E02000814,305500,Southwark,Central,Inner,Labour,89.50956451,82.790106,15.5,79.5,32.85945446,5.196982397,46013.12753,0.584623323,36,130
E02000815,250000,Southwark,Central,Inner,Labour,152.5065336,82.268739,17.9,86,50.33092196,5.551191411,32417.6143,0.349761526,20.7,59
E02000816,200500,Southwark,Central,Inner,Labour,122.2646478,73.216853,25.1,79.6,37.36591839,9.877040919,25634.50222,0.473604446,22.8,76
E02000817,185000,Southwark,Central,Inner,Labour,98.02204439,67.939637,25.2,78.9,41.23806591,11.78671656,21716.55428,0.404414382,12.9,28
E02000818,221000,Southwark,Central,Inner,Labour,128.1704604,74.196974,23.8,79.35,46.54897797,8.986568987,24756.39528,0.358408455,16.9,40
E02000819,218250,Southwark,Central,Inner,Labour,161.2590799,73.036681,24.7,80.25,49.98196031,9.581115483,24055.38765,0.40761347,17,50
E02000820,311000,Southwark,Central,Inner,Labour,197.3777778,76.008468,23.8,80.15,44.54898271,9.191250251,28268.87691,0.329202169,22.2,190
E02000821,210000,Southwark,Central,Inner,Labour,116.6898664,68.924398,27.3,84.35,63.83257811,12.42718447,22729.79695,0.402647724,13.5,19
E02000822,198500,Southwark,Central,Inner,Labour,165.5884808,70.879053,29.5,79.45,59.57341881,12.01137171,22643.59933,0.329690346,11,18
E02000823,250000,Southwark,Central,Inner,Labour,122.3602484,73.076426,24.4,80.55,51.09271951,9.17200366,26944.73694,0.431378764,25.1,44
E02000824,197475,Southwark,Central,Inner,Labour,100.617284,66.523829,30.9,83.25,70.10869565,13.21576312,22101.09947,0.415142133,14.2,24
E02000825,174000,Southwark,Central,Inner,Labour,181.5947467,68.131413,33.9,79.5,73.97657788,12.32357278,23316.67223,0.448519041,15.8,30
E02000826,302500,Southwark,Central,Inner,Labour,165.6841339,71.827183,26.5,76.7,57.13321332,10.3548454,26307.60484,0.411415654,23.5,46
E02000827,216000,Southwark,Central,Inner,Labour,153.340185,71.676803,27.1,76.5,62.92113138,10.34420616,24658.54921,0.335037175,14.2,55
E02000828,194250,Southwark,Central,Inner,Labour,134.9473353,70.72647,30.2,79,67.7203865,12.50575772,23800.01763,0.418553459,20.2,48
E02000829,218000,Southwark,Central,Inner,Labour,136.969697,72.336125,28.5,75.85,58.60044278,11.91392582,25179.51473,0.451545916,26.8,77
E02000830,310000,Southwark,Central,Inner,Labour,107.6683814,75.490417,19.3,79.9,39.0529876,7.042772861,40119.89869,0.574147502,40.9,122
E02000831,380000,Southwark,Central,Inner,Labour,119.1338876,73.299211,21.3,79.85,43.46342504,7.056892779,36050.96493,0.539305768,38.8,143
E02000832,255000,Southwark,Central,Inner,Labour,119.2953417,68.634538,27.7,79,56.00401606,9.157148484,26730.05469,0.531417438,28.3,85
E02000833,265000,Southwark,Central,Inner,Labour,94.38324658,71.566731,22.5,83.15,52.4822695,8.206979543,30121.26332,0.536158762,33.9,81
E02000834,352500,Southwark,Central,Inner,Labour,76.40079103,76.410479,17.4,83.3,29.79671703,5.165805699,46739.02326,0.652453549,43.9,182
E02000835,297500,Southwark,Central,Inner,Labour,49.77741251,69.389165,22.1,82.6,38.62631288,8.540218471,36312.21523,0.730375427,51.1,104
E02000836,459500,Southwark,Central,Inner,Labour,109.7631962,71.480583,16.8,83.15,25.88592233,4.921968788,52887.01097,0.786734087,57.2,126
E02000837,717500,Southwark,Central,Inner,Labour,37.85441257,64.116676,12,83.3,18.73417722,3.547262661,70355.81518,1.057878788,68.1,118
E02000838,294500,Southwark,Central,Inner,Labour,87.05123411,71.165577,19.7,82.15,30.20697168,5.955014749,43475.97154,0.737182807,51.7,126
E02000839,291625,Southwark,Central,Inner,Labour,29.49418878,66.164759,18.4,84.7,36.12493778,6.665085389,44336.50289,0.862170955,53.4,90
E02006802,305000,Southwark,Central,Inner,Labour,111.452595,81.102874,18.2,83.05,43.08752764,9.099371655,30166.23189,0.374607604,24,65
E02000840,186500,Sutton,South,Outer,Other,61.41133455,65.622323,29.5,78.9,25.19887407,8.288770053,23501.44188,0.950717405,42.2,54
E02000841,190000,Sutton,South,Outer,Other,77.17551303,65.474143,27.4,78.7,27.25604862,8.485523385,23551.82081,0.931334333,43.2,58
E02000842,250000,Sutton,South,Outer,Other,47.30272508,65.744847,26.2,82.25,22.52804592,3.773137162,31833.7948,1.389023967,83,78
E02000843,174000,Sutton,South,Outer,Other,59.47743096,68.859239,25.5,82.2,20.32021348,5.830706889,30441.07509,1.051054723,64.7,89
E02000844,215000,Sutton,South,Outer,Other,78.22947577,66.075331,28,80.15,19.21840854,6.168446026,28121.4372,1.125441129,65.6,91
E02000845,275000,Sutton,South,Outer,Other,61.84944238,67.023796,24.9,84.25,19.90526672,4.491725768,36519.91513,1.211981567,73.3,161
E02000846,245000,Sutton,South,Outer,Other,52.32030449,63.703389,24.3,80.9,21.93392882,4.483586869,32766.65141,1.244830133,79.2,71
E02000847,250000,Sutton,South,Outer,Other,57.83155982,62.650602,22.4,83.05,16.92430098,4.199198143,38126.15917,1.355975924,85.1,129
E02000848,270000,Sutton,South,Outer,Other,68.38670379,64.368107,25.9,85.55,17.74622893,3.453833755,35054.73831,1.434164934,88.1,97
E02000849,219500,Sutton,South,Outer,Other,64.1906038,66.826987,25.1,79.85,19.34535738,5.454108602,32090.38173,1.145208132,68.6,84
E02000850,240000,Sutton,South,Outer,Other,20.97473794,65.971481,24.8,81.75,23.51343486,4.995633188,33520.91613,1.272727273,79.9,121
E02000851,166000,Sutton,South,Outer,Other,75.9110021,67.935174,21.7,78.8,24.90996399,7.167381974,27609.46244,0.758418741,47.5,110
E02000852,235000,Sutton,South,Outer,Other,79.38383625,69.074522,22.4,82,17.11057304,5.342992982,34717.17304,1.135204082,74.7,103
E02000853,222500,Sutton,South,Outer,Other,61.82605905,66.952055,23.3,80.9,20.90358272,5.100392338,32029.73652,1.105878635,71.7,88
E02000854,250000,Sutton,South,Outer,Other,44.20405655,66.385016,19.9,82.35,12.66018871,4.442789774,39763.84008,1.204297408,74.5,108
E02000855,352000,Sutton,South,Outer,Other,42.32855378,63.233594,20.1,83.85,16.97701297,3.457382953,46180.86739,1.379571664,81.3,110
E02000856,188500,Sutton,South,Outer,Other,67.81352279,67.490215,19.5,82.85,22.65166341,4.55228688,35799.44234,1.198221457,70.7,195
E02000857,195000,Sutton,South,Outer,Other,79.46682348,68.475648,16.5,79.05,26.18595825,4.982743745,36253.75755,0.85964036,55.8,149
E02000858,211750,Sutton,South,Outer,Other,51.36034449,64.243921,26.5,78.4,27.36965284,9.527643586,23845.45072,0.914941064,33,42
E02000859,237450,Sutton,South,Outer,Other,48.35447478,62.73117,21.4,82.4,18.46907532,4.990494297,36193.52662,1.184766869,71.8,113
E02000860,189500,Sutton,South,Outer,Other,90.35856574,68.662806,18.8,79.4,26.78336404,5.337408888,30415.18321,0.794904459,44.9,136
E02000861,420000,Sutton,South,Outer,Other,29.27952541,64.545818,18.3,85.3,17.24689876,3.319296507,55177.57554,1.628182144,87.9,81
E02000863,346000,Sutton,South,Outer,Other,9.557613796,63.640647,22.3,81.85,23.70032983,4.519604909,42951.29798,1.633462699,83.3,54
E02006836,416250,Sutton,South,Outer,Other,25.09514819,61.257557,17.9,82.5,23.16807739,3.211439287,55649.23694,1.600938967,84,112
E02000864,227715,Tower Hamlets,East,Inner,Labour,67.14478168,69.386525,24.7,76.45,44.81137761,11.54767609,28618.79032,0.439446367,18.6,67
E02000865,275000,Tower Hamlets,East,Inner,Labour,158.6370498,71.408311,22,79.25,53.05630407,11.53952843,29969.89535,0.37965979,17.3,40
E02000866,325000,Tower Hamlets,East,Inner,Labour,85.13489684,74.156489,18,79.3,34.51666322,7.730083667,43435.02197,0.514755811,34.1,109
E02000867,250000,Tower Hamlets,East,Inner,Labour,125.963915,78.178465,18.7,78.5,42.10634156,6.676631789,37341.23661,0.43231948,26,175
E02000868,275000,Tower Hamlets,East,Inner,Labour,190.7293987,77.668878,18.5,76.5,45.56694813,7.662737058,32541.89553,0.336134454,26.2,60
E02000869,345000,Tower Hamlets,East,Inner,Labour,177.5674837,74.320771,19.3,77.1,43.69851008,9.409937888,33512.56722,0.367404427,27.5,34
E02000870,249999,Tower Hamlets,East,Inner,Labour,164.7088608,72.070403,19.8,77.5,45.97807627,9.595375723,30571.0075,0.407421875,26.5,58
E02000871,240000,Tower Hamlets,East,Inner,Labour,138.2361734,67.780235,24.9,78.85,71.98230707,13.339995,26919.16045,0.413582234,15.7,117
E02000872,321500,Tower Hamlets,East,Inner,Labour,171.1782742,76.669777,20.8,80.15,51.05985869,9.224078737,32280.31723,0.304727979,21.7,68
E02000873,250000,Tower Hamlets,East,Inner,Labour,175.1386688,76.34569,19.3,80.2,57.47733272,10.0564392,28954.08964,0.371060172,23.7,53
E02000874,250000,Tower Hamlets,East,Inner,Labour,206.7366579,71.594894,22.1,78.55,66.29260766,11.3003096,26561.01837,0.355653569,18.6,27
E02000875,230000,Tower Hamlets,East,Inner,Labour,153.4002397,69.661017,23.9,82.2,65.24364407,13.5319536,27167.86853,0.419551935,16.1,226
E02000876,236000,Tower Hamlets,East,Inner,Labour,134.6268102,78.371465,17.9,80.7,62.32769646,10.756657,29289.16484,0.320363636,23.7,55
E02000877,277500,Tower Hamlets,East,Inner,Labour,127.5776705,69.213506,21,75.45,67.96898908,13.58707679,27235.74637,0.421279213,19,52
E02000878,380000,Tower Hamlets,East,Inner,Labour,168.6403509,80.740813,18.1,77.3,54.73459071,10.84929649,37980.95967,0.313846154,25.7,119
E02000879,315000,Tower Hamlets,East,Inner,Labour,175.8278892,69.531045,18.4,79.35,59.32669636,10.01414427,28325.05434,0.405604203,24.3,64
E02000880,246750,Tower Hamlets,East,Inner,Labour,158.4743486,72.645429,17.2,74.7,63.53878116,9.82679392,28569.12587,0.350239234,24.1,58
E02000881,200000,Tower Hamlets,East,Inner,Labour,99.77301745,65.566652,24.4,77.8,65.23375308,14.98836823,25870.99218,0.48297604,21.9,28
E02000882,215000,Tower Hamlets,East,Inner,Labour,151.1579314,66.248257,20.5,77.05,70.42073454,14.44444444,28448.31548,0.493758669,14.8,41
E02000883,237500,Tower Hamlets,East,Inner,Labour,172.3255814,64.955975,25.1,79.35,62.27672956,15.92261905,24709.13187,0.412152778,15.2,56
E02000884,335000,Tower Hamlets,East,Inner,Labour,171.6223648,81.377944,16,77.2,58.03433854,7.471980075,40352.78459,0.318316698,18.5,157
E02000885,238000,Tower Hamlets,East,Inner,Labour,204.1432376,67.875272,21.6,77.05,69.7026831,13.29134902,25521.04992,0.373056995,16.8,26
E02000886,315000,Tower Hamlets,East,Inner,Labour,151.9517678,76.440076,17,79.5,50.53235053,8.185789837,42405.0613,0.522135008,32.5,129
E02000887,230000,Tower Hamlets,East,Inner,Labour,152.6604875,67.355658,24.3,76.5,62.19399538,13.00172371,26790.39418,0.426540284,19.4,48
E02000888,340000,Tower Hamlets,East,Inner,Labour,159.0322581,74.120511,17.2,79.9,60.03651856,8.583973655,39596.28312,0.484573503,27.4,130
E02000889,325000,Tower Hamlets,East,Inner,Labour,119.168392,77.735792,15.3,77.65,49.50120919,6.919642857,47227.02485,0.493574158,33,98
E02000890,454350,Tower Hamlets,East,Inner,Labour,104.3903306,83.123382,12.9,83.05,23.986195,3.850724982,72382.18253,0.610733915,46.2,118
E02000891,340000,Tower Hamlets,East,Inner,Labour,88.25457167,79.768102,16.6,81.3,54.75627071,7.355320473,50177.25891,0.462034134,23.5,338
E02000893,300000,Tower Hamlets,East,Inner,Labour,96.97897814,73.271414,17.4,79.55,42.40011794,8.144438587,40271.01075,0.592376374,30.9,61
E02000894,304500,Tower Hamlets,East,Inner,Labour,195.310219,81.661241,14,85.4,42.65561803,6.706868657,58097.39231,0.583370288,33,178
E02006853,305000,Tower Hamlets,East,Inner,Labour,155.035035,77.746319,16.6,82.8,54.3601359,9.071779285,46827.75876,0.396385542,21.6,279
E02006854,405000,Tower Hamlets,East,Inner,Labour,71.03908902,83.596804,16.6,82.8,48.13870474,5.119196989,61029.74141,0.422935473,26.1,273
E02000895,274995,Waltham Forest,East,Outer,Labour,36.14595211,58.804361,26.4,81.6,21.85737561,7.299270073,33436.9999,1.169367166,66.7,67
E02000896,295000,Waltham Forest,East,Outer,Labour,31.09918618,64.590424,21.5,81.2,13.89834354,5.844434895,47637.1228,1.18946248,72.8,122
E02000897,235000,Waltham Forest,East,Outer,Labour,43.26003824,62.275597,25.8,78.3,23.89501052,7.89406017,30714.89698,1.055007474,59.4,91
E02000898,246750,Waltham Forest,East,Outer,Labour,50.22526934,63.858065,23.4,80.75,25.74193548,7.255357604,35495.43788,1.185970636,67.3,74
E02000899,234000,Waltham Forest,East,Outer,Labour,66.15422968,65.151515,26.2,80.9,27.8030303,6.528046422,34597.63095,1.194498382,74.7,103
E02000900,235000,Waltham Forest,East,Outer,Labour,52.52382179,65.553907,26.3,78.8,41.93867458,8.054366977,29313.19879,1.054922974,65.8,71
E02000901,277000,Waltham Forest,East,Outer,Labour,55.02152915,66.567069,23.6,80.85,22.8897663,5.609851446,44721.1092,1.198986772,73.5,107
E02000902,250000,Waltham Forest,East,Outer,Labour,68.02631579,65.800024,27.6,81.7,44.66043008,8.387251378,30115.00371,0.980973879,61.5,83
E02000903,204500,Waltham Forest,East,Outer,Labour,46.70463792,66.294371,26.4,79.1,52.62634082,11.91275168,25263.29829,0.770053476,43,46
E02000904,248250,Waltham Forest,East,Outer,Labour,57.61770955,68.25474,25.5,81.5,47.61789013,8.375517717,34202.2678,0.960344828,61.3,80
E02000905,240000,Waltham Forest,East,Outer,Labour,94.24433009,68.557722,23.9,80,49.932214,7.855841263,30590.52865,0.778354978,53.1,103
E02000906,207500,Waltham Forest,East,Outer,Labour,152.1598447,68.641869,20.9,78.9,49.10250865,8.516369664,28643.7835,0.603934987,47.4,98
E02000907,219997.5,Waltham Forest,East,Outer,Labour,114.6038496,65.603121,23.9,77,55.15103021,14.72353193,24556.94449,0.551351351,30.4,66
E02000908,191250,Waltham Forest,East,Outer,Labour,46.83082148,72.984024,21.6,79.8,49.54355268,7.008802524,28066.86702,0.601425943,43.6,137
E02000909,289000,Waltham Forest,East,Outer,Labour,63.64550417,69.525463,20.1,81.05,44.16666667,6.872780447,38108.29196,0.769008384,51.8,100
E02000910,242500,Waltham Forest,East,Outer,Labour,138.3584166,72.349972,18.9,78.55,53.91661993,7.979712595,30457.9743,0.598252185,46.3,102
E02000911,215000,Waltham Forest,East,Outer,Labour,126.2407366,72.065857,20.2,77.2,54.58977189,8.563110122,27830.09749,0.543377886,40.6,109
E02000912,230000,Waltham Forest,East,Outer,Labour,37.30298424,66.345529,23.8,78.55,59.78566789,8.640035907,27888.48863,0.699143129,46.7,87
E02000913,250000,Waltham Forest,East,Outer,Labour,84.00189215,69.549736,21.2,79.65,58.84447507,8.045719408,33147.37512,0.827830189,55.4,69
E02000914,232500,Waltham Forest,East,Outer,Labour,155.8096327,69.369454,25.3,74.8,67.9252407,11.57996146,23841.92963,0.584440228,31.2,56
E02000915,249500,Waltham Forest,East,Outer,Labour,59.33837809,74.707856,18.2,77.55,46.03725558,8.776167472,36197.39984,0.731316188,44.4,62
E02000916,183997.5,Waltham Forest,East,Outer,Labour,42.88863892,67.633105,24.7,78.05,61.10701107,9.079524108,26078.28058,0.634055904,46.8,82
E02000917,198000,Waltham Forest,East,Outer,Labour,137.3600471,69.905136,22.5,78.75,53.09126595,7.52238806,29225.83639,0.639870436,44.9,75
E02000918,233000,Waltham Forest,East,Outer,Labour,110.5895065,73.953539,20.6,79,51.86280956,9.00555662,29865.19823,0.619889823,38.1,56
E02000919,228000,Waltham Forest,East,Outer,Labour,167.140825,74.840039,22.5,79.65,55.79655135,8.17539948,29237.5588,0.636589147,45.7,79
E02000920,198000,Waltham Forest,East,Outer,Labour,55.44934173,72.76084,24.5,77.35,63.68815276,10.3286385,25236.1924,0.579499126,33.3,63
E02000921,235000,Waltham Forest,East,Outer,Labour,133.0119048,70.393601,24.1,78.75,59.94000545,12.02050557,24919.04323,0.547655068,27.2,51
E02000922,219750,Waltham Forest,East,Outer,Labour,164.0220554,72.498337,25.8,76.95,56.03915233,8.989352418,26783.80425,0.678074866,43.7,66
E02000923,518500,Wandsworth,South,Inner,Conservative,72.69500234,74.591919,12.1,78.25,20.64490233,3.931305607,50457.52972,0.696585903,50.4,150
E02000924,373750,Wandsworth,South,Inner,Conservative,57.38021065,77.504267,22,79.2,43.6618453,7.347644432,30375.43097,0.422096317,25.5,196
E02000925,391250,Wandsworth,South,Inner,Conservative,179.9728445,70.578491,18.6,77.3,39.62793068,8.022130014,29995.39611,0.498241501,29.5,71
E02000926,442500,Wandsworth,South,Inner,Conservative,144.7903431,79.554611,15.3,77.55,27.2045658,5.002444191,42698.97188,0.662386178,41.2,194
E02000927,400500,Wandsworth,South,Inner,Conservative,155.4765608,77.216495,16.4,78.4,24.59499264,5.535634245,36602.3209,0.574969021,33.2,121
E02000928,690000,Wandsworth,South,Inner,Conservative,88.89125346,72.794987,12.1,83.65,11.06644597,3.415915916,62804.44937,0.85474553,58.9,166
E02000929,225000,Wandsworth,South,Inner,Conservative,179.6277916,69.75402,25.3,79.3,54.03325546,10.14304291,24048.35076,0.357388316,21.7,43
E02000930,450000,Wandsworth,South,Inner,Conservative,123.8835431,82.616784,12.6,78.5,20.76271186,3.734905925,48811.6764,0.596303058,41.9,171
E02000931,515000,Wandsworth,South,Inner,Conservative,111.3862008,77.177248,10.9,85.4,12.88647628,2.510176391,66174.4898,0.7698188,57.6,203
E02000932,421750,Wandsworth,South,Inner,Conservative,81.31018153,81.672494,11,83.6,15.8022533,2.593811718,60517.81195,0.696671551,47.3,238
E02000933,415000,Wandsworth,South,Inner,Conservative,79.98511212,72.645485,12.4,83.8,16.62680788,3.261480787,55036.425,0.897210744,54.9,169
E02000934,405000,Wandsworth,South,Inner,Conservative,119.4854814,82.723778,14,78.3,23.25096101,3.832388905,46298.94244,0.613179191,41.3,211
E02000935,222000,Wandsworth,South,Inner,Conservative,49.06136173,69.810219,17.3,78.55,35.88321168,9.539877301,22037.29618,0.54821718,22.3,27
E02000936,380000,Wandsworth,South,Inner,Conservative,94.31011535,76.542617,12.2,82.5,20.6362545,3.931469793,46758.68366,0.65861474,44.2,253
E02000937,535000,Wandsworth,South,Inner,Conservative,63.96790664,71.866908,12.4,83.25,12.8689798,3.370549821,63632.81814,0.873162939,57.9,140
E02000938,357000,Wandsworth,South,Inner,Conservative,55.61679641,67.567568,16.3,78.85,28.71359732,6.211055276,32117.92113,0.689980159,42.4,169
E02000939,954000,Wandsworth,South,Inner,Conservative,110.3282516,65.850904,11.2,80.55,13.69226908,2.97550927,72680.32025,1.005488851,65.9,123
E02000940,285000,Wandsworth,South,Inner,Conservative,112.4143836,74.830887,18.8,83.55,37.35800893,5.147364051,33102.32235,0.538065255,36.7,124
E02000941,475000,Wandsworth,South,Inner,Conservative,94.91749175,73.453375,13.6,79.45,17.41273514,3.904485318,52035.04561,0.864,56.4,224
E02000942,560000,Wandsworth,South,Inner,Conservative,91.29918924,70.843249,12.3,83.85,20.69322297,2.994011976,58130.67673,0.93252504,61.1,179
E02000943,490000,Wandsworth,South,Inner,Conservative,118.6366213,77.7791,13.1,81.75,20.55462985,4.257152706,53940.04552,0.677184466,49.2,153
E02000944,250000,Wandsworth,South,Inner,Conservative,120.0785385,71.662503,18.5,75.1,38.52345268,5.814843152,29893.37612,0.637605042,33,70
E02000945,230000,Wandsworth,South,Inner,Conservative,35.47219331,72.440945,19.9,78.35,34.64566929,7.122726108,24458.06947,0.645803184,31.6,42
E02000946,360000,Wandsworth,South,Inner,Conservative,78.51580824,79.044912,18.8,81.4,27.52700398,5.882352941,38079.60839,0.747477932,47.7,161
